Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Grupo de exames;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;HOLTER;15.0;6.0;40.0;0;40.0;9.0;0;9.0;100.0;97.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;MAMOGRAFIA;285.0;265.0;92.98;0;92.98;20.0;16;4.0;20.0;18.88
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;MAPA;15.0;10.0;66.67;0;66.67;5.0;1;4.0;80.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;RADIOGRAFIA;285.0;268.0;94.04;0;94.04;17.0;8;9.0;52.94;12.7
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;TESTE ERGOMÉTRICO;40.0;21.0;52.5;0;52.5;19.0;12;7.0;36.84;16.09
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);285.0;189.0;66.32;0;66.32;96.0;73;23.0;23.96;18.49
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ULTRASSONOGRAFIA;340.0;145.0;42.65;0;42.65;195.0;89;106.0;54.36;56.88
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;VIDEOLARINGOSCOPIA;30.0;29.0;96.67;0;96.67;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;AVALIACAO URODINAMICA COMPLETA;12.0;6.0;50.0;0;50.0;6.0;4;2.0;33.33;163.4
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;BIOPSIA DE PELE E PARTES MOLES;24.0;24.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;COLONOSCOPIA;92.0;41.0;44.57;0;44.57;51.0;21;30.0;58.82;58.74
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;Colposcopia;40.0;24.0;60.0;0;60.0;16.0;5;11.0;68.75;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;DENSITOMETRIA OSSEA;57.0;22.0;38.6;0;38.6;35.0;32;3.0;8.57;20.86
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ECOCARDIOGRAFIA TRANSTORACICA;30.0;11.0;36.67;0;36.67;19.0;15;4.0;21.05;227.8
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ELETROCARDIOGRAMA;114.0;44.0;38.6;0;38.6;70.0;36;34.0;48.57;65.77
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ENDOSCOPIA DIGESTIVA ALTA;156.0;94.0;60.26;0;60.26;62.0;37;25.0;40.32;202.71
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;HOLTER;26.0;18.0;69.23;0;69.23;8.0;7;1.0;12.5;226.58
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;MAMOGRAFIA;57.0;22.0;38.6;0;38.6;35.0;33;2.0;5.71;66.41
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;MAPA;26.0;12.0;46.15;0;46.15;14.0;6;8.0;57.14;147.33
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;2.0;2.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;PUNÇÃO DE MAMA POR AGULHA GROSSA- PAAG;2.0;2.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;RADIOGRAFIA;266.0;201.0;75.56;0;75.56;65.0;35;30.0;46.15;11.45
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;TESTE ERGOMÉTRICO;81.0;30.0;37.04;0;37.04;51.0;29;22.0;43.14;17.88
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;ULTRASSONOGRAFIA;100.0;33.0;33.0;0;33.0;67.0;34;33.0;49.25;72.51
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2881063 / POLICLINICA EST ISMAEL ALEXANDRINO PINTO SAO LUS M BELOS;OESTE II;VIDEOLARINGOSCOPIA;40.0;38.0;95.0;0;95.0;2.0;0;2.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA DE PELE E PARTES MOLES;12.0;12.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;12.0;9.0;75.0;0;75.0;3.0;0;3.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;12.0;12.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;RADIOGRAFIA;70.0;63.0;90.0;0;90.0;7.0;0;7.0;100.0;13.05
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;3771962 / HOSPITAL ESTADUAL DE ANAPOLIS DR HENRIQUE SANTILLO HEANA;PIRENEUS;ULTRASSONOGRAFIA;60.0;57.0;95.0;0;95.0;3.0;0;3.0;100.0;19.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;(INATIVO) Eletroencefalograma em Vigília;6.0;6.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;AVALIACAO URODINAMICA COMPLETA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;17.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;BIOPSIAS GERAIS;1.0;1.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;COLONOSCOPIA;8.0;5.0;62.5;0;62.5;3.0;2;1.0;33.33;429.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;Colposcopia;14.0;6.0;42.86;0;42.86;8.0;4;4.0;50.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;DENSITOMETRIA OSSEA;114.0;56.0;49.12;0;49.12;58.0;30;28.0;48.28;19.55
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ELETROCARDIOGRAMA;190.0;190.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ENDOSCOPIA DIGESTIVA ALTA;22.0;11.0;50.0;0;50.0;11.0;1;10.0;90.91;288.35
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ESPIROMETRIA COM PROVA BRONCODILATADORA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;MAMOGRAFIA;78.0;66.0;84.62;0;84.62;12.0;6;6.0;50.0;11.74
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;MAPA;15.0;9.0;60.0;0;60.0;6.0;2;4.0;66.67;94.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;RADIOGRAFIA;380.0;328.0;86.32;0;86.32;52.0;31;21.0;40.38;12.06
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;TESTE ERGOMÉTRICO;16.0;13.0;81.25;0;81.25;3.0;3;0.0;0.0;24.15
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;440620 / POLICLINICA ESTADUAL DA REGIAO SAO PATRICIO GOIANESIA;SAO PATRICIO II;ULTRASSONOGRAFIA;306.0;113.0;36.93;0;36.93;193.0;84;109.0;56.48;192.42
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;COLONOSCOPIA;130.0;74.0;56.92;0;56.92;56.0;20;26.0;46.43;90.56
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;ECOCARDIOGRAFIA TRANSTORACICA;270.0;230.0;85.19;0;85.19;40.0;16;24.0;60.0;190.83
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;ENDOSCOPIA DIGESTIVA ALTA;251.0;146.0;58.17;0;58.17;105.0;10;84.0;80.0;467.13
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;4670906 / HOSPITAL ESTADUAL DE AGUAS LINDAS RONALDO RAMOS CAIADO FILHO;ENTORNO SUL;ULTRASSONOGRAFIA;315.0;312.0;99.05;0;99.05;3.0;1;2.0;66.67;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;AVALIACAO URODINAMICA COMPLETA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;CISTOSCOPIA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;DENSITOMETRIA OSSEA;19.0;17.0;89.47;0;89.47;2.0;0;2.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ECOCARDIOGRAFIA TRANSTORACICA;30.0;0.0;0.0;0;0.0;30.0;1;29.0;96.67;369.63
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ELETROCARDIOGRAMA;38.0;14.0;36.84;0;36.84;24.0;0;24.0;100.0;34.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG);4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;HOLTER;47.0;15.0;31.91;0;31.91;32.0;1;31.0;96.88;193.92
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;MAMOGRAFIA;34.0;25.0;73.53;0;73.53;9.0;1;8.0;88.89;24.4
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;MAPA;41.0;26.0;63.41;0;63.41;15.0;4;11.0;73.33;23.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;RADIOGRAFIA;255.0;253.0;99.22;0;99.22;2.0;0;2.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;TESTE ERGOMÉTRICO;17.0;7.0;41.18;0;41.18;10.0;0;10.0;100.0;62.18
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;48305 / POLICLINICA ESTADUAL DA REGIAO NORDESTE POSSE;NORDESTE II;ULTRASSONOGRAFIA;135.0;37.0;27.41;0;27.41;98.0;1;97.0;98.98;186.56
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;5095808 / HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN;CENTRAL;RADIOGRAFIA;12.0;9.0;75.0;0;75.0;3.0;0;3.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;5095808 / HOSPITAL ESTADUAL DE TRINDADE WALDA F DOS SANTOS HETRIN;CENTRAL;ULTRASSONOGRAFIA;40.0;21.0;52.5;0;52.5;19.0;0;19.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;5419662 / HOSPITAL ESTAD DE APARECIDA DE GOIANIA CAIRO LOUZADA HEAPA;CENTRO SUL;RADIOGRAFIA;420.0;361.0;85.95;0;85.95;59.0;0;59.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;5419662 / HOSPITAL ESTAD DE APARECIDA DE GOIANIA CAIRO LOUZADA HEAPA;CENTRO SUL;ULTRASSONOGRAFIA;390.0;328.0;84.1;0;84.1;62.0;0;62.0;100.0;17.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;BIOPSIA DE PROSTATA;8.0;5.0;62.5;0;62.5;3.0;0;3.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;CISTOSCOPIA;16.0;13.0;81.25;0;81.25;3.0;1;2.0;66.67;240.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;COLONOSCOPIA;102.0;51.0;50.0;0;50.0;51.0;26;25.0;49.02;221.64
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;ECOCARDIOGRAFIA TRANSTORACICA;165.0;94.0;56.97;0;56.97;71.0;39;32.0;45.07;90.61
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG);40.0;40.0;100.0;0;100.0;0.0;0;0.0;0.0;398.68
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;ENDOSCOPIA DIGESTIVA ALTA;153.0;88.0;57.52;0;57.52;65.0;27;38.0;58.46;233.51
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;HOLTER;38.0;29.0;76.32;0;76.32;9.0;0;9.0;100.0;356.63
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;MAMOGRAFIA;60.0;42.0;70.0;0;70.0;18.0;0;18.0;100.0;15.54
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;MAPA;38.0;26.0;68.42;0;68.42;12.0;0;12.0;100.0;233.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;PUNÇÃO DE MAMA POR AGULHA GROSSA- PAAG;8.0;8.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;RADIOGRAFIA;20.0;20.0;100.0;0;100.0;0.0;0;0.0;0.0;12.46
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;TESTE ERGOMÉTRICO;30.0;30.0;100.0;0;100.0;0.0;0;0.0;0.0;22.88
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;547484 / HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO;SERRA DA MESA;ULTRASSONOGRAFIA;380.0;357.0;93.95;0;93.95;23.0;11;12.0;52.17;102.14
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;(INATIVO) BIOPSIA DE MAMA;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;COLONOSCOPIA;18.0;15.0;83.33;0;83.33;3.0;2;1.0;33.33;250.71
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;Colposcopia;6.0;1.0;16.67;0;16.67;5.0;3;2.0;40.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;DENSITOMETRIA OSSEA;38.0;37.0;97.37;0;97.37;1.0;0;1.0;100.0;445.11
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ECOCARDIOGRAFIA TRANSTORACICA;10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;164.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ECOCARDIOGRAMA FETAL;8.0;8.0;100.0;0;100.0;0.0;0;0.0;0.0;16.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ELETROCARDIOGRAMA;38.0;38.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ENDOSCOPIA DIGESTIVA ALTA;36.0;18.0;50.0;0;50.0;18.0;12;6.0;33.33;300.83
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ESPIROMETRIA COM PROVA BRONCODILATADORA;4.0;3.0;75.0;0;75.0;1.0;1;0.0;0.0;35.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;EXAMES AUDITIVOS;3.0;3.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;HOLTER;45.0;20.0;44.44;0;44.44;25.0;16;9.0;36.0;21.95
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;MAMOGRAFIA;95.0;31.0;32.63;0;32.63;64.0;52;12.0;18.75;6.99
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;MAPA;30.0;17.0;56.67;0;56.67;13.0;7;6.0;46.15;78.79
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;RADIOGRAFIA;190.0;190.0;100.0;0;100.0;0.0;0;0.0;0.0;15.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;TESTE ERGOMÉTRICO;15.0;9.0;60.0;0;60.0;6.0;4;2.0;33.33;107.08
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;ULTRASSONOGRAFIA;65.0;64.0;98.46;0;98.46;1.0;0;1.0;100.0;21.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;622044 / POLICLINICA ESTADUAL DA REGIAO SUDOESTE QUIRINOPOLIS;SUDOESTE I;VIDEOLARINGOSCOPIA;4.0;3.0;75.0;0;75.0;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;6665322 / HOSPITAL ESTADUAL DE SANTA HELENA DE GOIAS HERSO;SUDOESTE I;ELETROCARDIOGRAMA;32.0;31.0;96.88;0;96.88;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;6665322 / HOSPITAL ESTADUAL DE SANTA HELENA DE GOIAS HERSO;SUDOESTE I;RADIOGRAFIA;76.0;75.0;98.68;0;98.68;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7532024 / HOSPITAL PADRE TIAGO NA PROVIDENCIA DE DEUS;SUDOESTE II;MAMOGRAFIA;218.0;106.0;48.62;0;48.62;112.0;82;30.0;26.79;11.31
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;(INATIVO)ECOCARDIOGRAMA;16.0;5.0;31.25;0;31.25;11.0;10;1.0;9.09;6.27
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;30.0;14.0;46.67;0;46.67;16.0;7;9.0;56.25;111.53
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;HOLTER;95.0;46.0;48.42;0;48.42;49.0;20;29.0;59.18;340.19
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;MAPA;57.0;25.0;43.86;0;43.86;32.0;2;30.0;93.75;836.25
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;7743068 / HOSPITAL ESTADUAL DE URGENCIAS GOV OTAVIO LAG SIQUEIRA HUGOL;CENTRAL;TESTE ERGOMÉTRICO;105.0;41.0;39.05;0;39.05;64.0;32;32.0;50.0;19.51
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;9138625 / CENTRO ATEN PROLONGADA CASA APOIO COND SOLIDARIEDADE CEAPSOL;CENTRAL;ECOCARDIOGRAFIA DE ESTRESSE;42.0;15.0;35.71;0;35.71;27.0;22;5.0;18.52;137.69
